pathway,I4_Capsule_FD2_0,I4_Capsule_FD2_1,I4_Capsule_FD2_2,I4_Capsule_FD2_3,I4_Capsule_FD2_4,I4_Capsule_FD2_5,I4_Capsule_FD2_6,I4_Capsule_FD2_7,I4_Capsule_FD2_8,I4_Capsule_FD2_9,I4_Capsule_FD3_0,I4_Capsule_FD3_1,I4_Capsule_FD3_2,I4_Capsule_FD3_3,I4_Capsule_FD3_4,I4_Capsule_FD3_5,I4_Capsule_FD3_6,I4_Capsule_FD3_7,I4_Capsule_FD3_8,I4_Capsule_FD3_9,I4_Capsule_LM44_0,I4_Capsule_LM44_1,I4_Capsule_LM44_2,I4_Capsule_LM44_3,I4_Capsule_LM44_4,I4_Capsule_LM44_5,I4_Capsule_LM44_6,I4_Capsule_LM44_7,I4_Capsule_LM44_8,I4_Capsule_LM44_9,I4_Capsule_LM92_0,I4_Capsule_LM92_1,I4_Capsule_LM92_2,I4_Capsule_LM92_3,I4_Capsule_LM92_4,I4_Capsule_LM92_5,I4_Capsule_LM92_6,I4_Capsule_LM92_7,I4_Capsule_LM92_9
PWY-8188: L-alanine degradation VI (reductive Stickland reaction),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12697,0.0,0.0,0.0,0.0,0.0,0.0
PWY-8189: L-alanine degradation V (oxidative Stickland reaction),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12697,0.0,0.0,0.0,0.0,0.0,0.0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),72.2515,0.0,34.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.1919,0.0,0.0,0.0,79.8385,145.33,26.8203,37.1206,36.9912,161.444,0,76.5322,0.0,70.0101,182.556,54.8952,0.0,56.0619,0.0,45.6952,91.542,42.6625,52.3077,95.765,113.148,59.3732,0.0,0.0,23.3887
PWY-822: fructan biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1982,0.0,0.0,0.613345,0.0,0.0,0.0,0.0,0.0,4.63915
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,465.61,287.42,370.171,291.842,0.0,254.74,0.0,301.383,0.0,186.325,502.918,342.575,125.189,112.774,313.075,367.864,340.272,310.816,308.683,309.024,0,460.581,388.747,391.906,350.084,456.117,455.858,371.71,523.423,438.596,269.626,365.789,174.591,334.455,349.122,319.799,353.001,275.292,217.308
PWY-922: mevalonate pathway I (eukaryotes and bacteria),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.685,0.0,0.0,0.0,0.0,18.9556,0.0,0.0,0.0,39.9094,0,33.915,0.0,11.7497,66.5125,28.6711,0.0,0.0,0.0,18.2763,0.0,19.8205,11.5056,16.1022,25.8147,20.344,28.4968,0.0,0.0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine),146.233,75.8363,66.322,0.0,0.0,98.5377,0.0,116.249,0.0,103.832,226.882,0.0,0.0,0.0,66.3573,130.237,58.6087,29.5389,33.8638,108.791,0,213.891,259.679,184.684,197.094,111.585,138.542,170.137,91.8156,175.75,24.0178,134.421,73.8689,102.208,226.756,148.328,239.231,101.006,109.284
PWY0-1061: superpathway of L-alanine biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5868,0.0,0.0,0.0,24.374,18.0361,28.6391,61.4972,17.8834,9.06816,0,17.2172,0.0,93.5466,65.0625,29.8806,0.0,0.0,0.0,0.0,107.234,0.0,67.2506,74.6882,97.1291,23.1449,0.0,0.0,0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,0.0,28.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.661,0.0,0.0,0.0,103.223,31.6653,45.0827,84.9918,90.6463,99.1325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7891,0.0,6.17782,26.2581,10.5857,0.0,0.0,0.0,0.0
PWY0-1261: anhydromuropeptides recycling I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7567,0.0,0.0,0.0,0.0,7.74541,0.0,18.5499,11.1164,65.8513,0,0.0,0.0,0.0,0.0,14.9868,0.0,29.3385,0.0,0.0,69.145,0.0,31.3451,94.0867,54.3894,44.5269,0.0,41.4517,20.5188
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4349,0.0,2.67413,11.5535,0.0,0.0,0.0,0.0,0.0
PWY0-1296: purine ribonucleosides degradation,448.951,244.298,284.899,278.815,0.0,225.251,396.69,472.861,0.0,170.201,405.38,306.451,50.4017,0.0,95.6156,243.954,233.714,75.1726,92.1073,130.936,0,422.352,315.543,385.611,244.336,331.298,340.148,396.616,352.465,398.996,0.0,366.491,112.951,207.201,250.137,291.094,384.592,161.345,155.693
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,79.8464,105.652,15.4571,0.0,0.0,102.078,0.0,0.0,0.0,78.6366,158.869,0.0,0.0,0.0,88.2451,107.272,29.7076,23.9943,64.9074,65.498,0,134.646,55.5882,91.1231,148.434,90.3763,119.452,196.363,74.8736,116.781,0.0,86.6091,73.4005,59.1096,157.931,108.988,95.8376,142.019,59.5646
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,29.2757,77.9084,0.0,0.0,0.0,35.9407,0.0,0.0,0.0,0.0,74.1228,0.0,0.0,0.0,36.2115,60.7272,11.1723,11.1918,5.18812,67.0307,0,72.6103,0.0,37.944,137.625,41.7425,30.9268,100.806,0.0,67.7033,58.0432,59.6002,53.0421,49.3817,119.434,60.1456,72.9573,52.7668,41.4711
PWY0-1319: CDP-diacylglycerol biosynthesis II,52.6912,28.7303,61.9006,0.0,0.0,0.0,0.0,63.9329,0.0,93.8747,122.382,0.0,64.5165,0.0,89.0142,56.9778,46.5848,69.8337,51.7374,112.269,0,84.0887,85.9602,44.6007,141.648,71.7799,60.6585,42.3443,0.0,97.2698,122.567,54.2958,93.0335,83.6399,113.883,40.0678,0.0,89.6034,49.1055
PWY0-1337: oleate &beta;-oxidation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9333,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.383,0.0,28.4295,94.1948,65.7013,0.0,0.0,91.917,0.0
PWY0-1338: polymyxin resistance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9709,0.0,0.0,12.7695,2.91316,0.0,0.0,0.0,17.1717
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.84101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70536,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-1477: ethanolamine utilization,32.8167,105.216,0.0,64.8694,85.4207,155.188,0.0,172.837,72.563,0.0,43.6742,0.0,485.419,203.909,353.009,143.358,204.756,281.972,279.02,252.175,0,59.6516,38.2581,0.0,29.8794,42.1961,0.0,0.0,60.7984,40.9933,87.9134,43.5906,31.1091,35.6066,30.4256,42.5833,0.0,37.749,41.2146
PWY0-1479: tRNA processing,0.0,144.821,54.4922,0.0,0.0,48.5574,0.0,0.0,0.0,0.0,29.0625,0.0,0.0,0.0,179.822,91.4746,130.35,179.432,181.253,165.481,0,13.1181,0.0,0.0,0.0,19.0913,0.0,0.0,0.0,0.0,136.201,0.0,58.4098,166.538,73.2178,54.2413,0.0,49.2496,63.2103
PWY0-1533: methylphosphonate degradation I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.441,0.0,0.0,0.0,3.20177,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1288,0.0,1.20061,27.856,5.64816,0.0,0.0,27.4705,0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),75.8759,78.5939,0.0,0.0,104.072,129.28,0.0,42.4723,216.31,56.5915,116.128,181.669,190.193,123.773,193.62,97.6325,145.766,188.39,228.053,256.611,0,65.6808,78.3197,58.7637,159.438,62.9223,143.864,61.6522,24.5553,77.8844,708.136,22.4304,111.655,383.347,209.282,79.922,85.6522,234.497,108.752
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,217.791,115.597,47.9311,115.479,0.0,146.22,0.0,111.709,0.0,96.316,138.059,0.0,0.0,0.0,244.237,238.972,202.811,220.695,252.22,163.089,0,229.721,319.942,195.704,258.482,255.049,262.477,288.475,244.77,193.651,250.64,167.136,122.864,237.906,216.005,141.427,181.605,108.644,54.847
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),0.0,101.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.7483,44.1162,0.0,0.0,0.0,9.36176,0.0,61.8123,44.595,0.0,0.0,0,0.0,0.0,0.0,39.0768,0.0,0.0,0.0,0.0,14.0581,6.07704,0.0,2.3067,24.6883,9.06505,37.6406,0.0,102.918,0.0
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.17716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29089,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-41: allantoin degradation IV (anaerobic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82647,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-42: 2-methylcitrate cycle I,0.0,0.0,0.0,0.0,0.0,32.5111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87743,0.0,0.0,0.0,0.0,0,0.0,0.0,10.569,22.1657,2.70391,0.0,0.0,0.0,0.0,72.8376,11.9374,15.1988,28.7965,22.6704,0.0,13.0357,15.8576,0.0
PWY0-781: aspartate superpathway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6644,23.4759,25.2243,10.9204,25.7706,0,51.1466,83.142,46.3378,47.6334,80.1273,0.0,0.0,0.0,44.0867,117.228,87.3714,62.6589,154.026,105.289,65.8873,0.0,123.683,0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,0.0,68.392,66.2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.38,98.0702,113.221,101.6,94.8,96.0968,0,0.0,0.0,0.0,0.0,19.2538,0.0,0.0,0.0,0.0,92.4575,0.0,33.1361,116.016,59.0162,25.385,0.0,78.733,25.8464
PWY0-862: (5Z)-dodecenoate biosynthesis I,76.0158,321.816,261.396,66.4934,219.132,378.577,0.0,95.9126,146.286,197.488,186.111,0.0,670.049,592.391,666.797,362.957,443.881,544.759,666.385,518.589,0,86.1471,144.859,87.9587,106.64,125.575,89.047,131.074,57.9814,86.751,455.73,103.838,104.556,300.976,186.164,89.4117,0.0,237.488,190.547
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89848,0.0,0.0,0.0,0.0,0.0,0.0
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0433,12.6014,18.4103,29.459,23.7237,20.2896,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY1G-0: mycothiol biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41054,0.0,16.4573,0.0,0.0,0,24.3089,0.0,40.0915,59.4325,32.5739,0.0,50.178,47.9811,13.5073,0.0,12.5525,26.0803,9.27164,29.1406,8.2225,0.0,0.0,0.0
PWY1ZNC-1: assimilatory sulfate reduction IV,53.2583,21.3707,20.1348,0.0,0.0,0.0,0.0,30.7059,191.899,0.0,45.7859,0.0,0.0,0.0,122.032,147.486,87.7345,156.599,208.611,149.744,0,55.9549,0.0,38.1939,156.396,34.2737,0.0,46.7146,0.0,26.7181,91.7365,24.1644,42.2261,84.11,85.4788,49.9321,0.0,24.1736,11.2955
PWY3O-4107: NAD salvage pathway V (PNC V cycle),18.5872,131.663,0.0,0.0,0.0,98.4997,0.0,111.556,0.0,68.4687,74.0468,0.0,88.0836,139.628,127.194,53.4365,86.9385,129.177,119.914,95.2121,0,0.0,106.496,0.0,0.0,48.2903,0.0,0.0,0.0,29.0474,106.995,0.0,27.6696,63.2912,55.5758,0.0,0.0,0.0,25.4942
PWY490-3: nitrate reduction VI (assimilatory),0.0,120.954,0.0,0.0,0.0,129.101,0.0,0.0,0.0,0.0,42.3885,0.0,0.0,0.0,61.5198,66.7089,83.0193,123.219,67.2276,39.7643,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.8667,0.0,0.0,48.645,14.2447,0.0,0.0,57.3862,18.3611
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),0.0,36.1303,24.7894,0.0,0.0,0.0,0.0,44.9459,0.0,0.0,82.0493,0.0,50.1863,0.0,13.9542,1.92207,11.925,17.9839,3.39705,32.7392,0,11.5542,44.4432,7.7957,31.4618,31.6881,0.0,33.6152,0.0,47.6325,132.553,0.0,47.3661,83.2138,58.5496,18.7848,0.0,47.014,18.6084
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),0.0,36.1303,24.7894,0.0,0.0,0.0,0.0,44.9459,0.0,0.0,62.2588,0.0,50.1863,0.0,13.9542,1.92108,11.925,17.9839,3.39705,31.1949,0,11.3218,44.4432,7.66713,31.4618,31.0532,0.0,22.0519,0.0,47.6325,132.553,0.0,47.1176,81.0197,58.5496,18.7848,0.0,47.014,18.6084
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5526,5.11022,3.98299,0.0,0.0,0.0,0,17.0646,0.0,0.0,0.0,13.8964,0.0,0.0,0.0,23.009,12.2023,21.2078,16.8037,32.2218,33.3315,0.0,0.0,0.0,28.3703
PWY5F9-12: biphenyl degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35895,3.73245,3.20359,0.0,0.0,0.0,0.0
PWY66-201: nicotine degradation IV,0.0,0.0,0.0,0.0,0.0,42.2599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1649,19.0784,33.3511,47.2261,51.2184,35.932,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.7228,0.0,1.44076,27.4914,7.5391,0.0,0.0,0.0,0.0
PWY66-367: ketogenesis,0.0,23.4709,0.0,0.0,0.0,27.4948,0.0,0.0,0.0,0.0,20.0703,0.0,86.279,0.0,109.848,61.5241,45.453,118.81,108.264,87.2092,0,0.0,0.0,15.1389,16.541,16.6252,0.0,0.0,0.0,0.0,266.755,24.9669,14.2932,130.758,54.2408,22.1586,31.4439,75.2303,0.0
PWY66-388: ceramide degradation by &alpha;-oxidation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96619,1.24793,0.0,0.0,0.0,0.0,0.0
PWY66-389: phytol degradation,90.3745,158.197,138.724,0.0,173.864,246.373,0.0,0.0,0.0,105.847,85.7707,172.468,264.958,110.233,376.852,240.219,258.252,281.45,425.334,302.087,0,79.4679,72.3064,142.42,272.774,86.0065,0.0,88.4012,45.0291,52.7061,307.46,57.3619,109.745,219.566,226.422,101.139,60.7811,79.1409,51.8578
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.979,0.0,0.0,0,0.0,0.0,27.4437,17.9819,13.1813,0.0,0.0,0.0,0.0,85.0056,0.0,13.5986,15.0976,21.9789,0.0,0.0,0.0,0.0
PWY66-399: gluconeogenesis III,190.557,43.1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.762,0.0,0.0,0.0,128.25,149.348,91.4433,169.148,147.788,0.0,0,150.253,103.882,185.013,219.983,170.803,0.0,210.301,0.0,164.702,74.0076,151.556,117.343,166.057,174.765,99.2808,185.027,0.0,61.8377
PWY66-409: superpathway of purine nucleotide salvage,485.24,305.556,362.979,327.179,0.0,251.037,0.0,397.201,0.0,157.686,494.184,416.888,0.0,0.0,172.592,325.78,290.89,151.049,138.322,140.417,0,487.753,377.94,430.672,266.143,433.528,406.587,384.733,480.507,471.903,0.0,417.548,161.75,268.636,311.665,336.952,442.29,229.625,244.554
PWY66-429: fatty acid biosynthesis initiation (mitochondria),55.0952,46.0106,42.0805,0.0,0.0,93.2321,0.0,83.2566,0.0,0.0,50.3609,0.0,67.9588,0.0,162.877,95.013,81.8776,88.4364,168.562,170.1,0,57.521,18.7879,69.5575,180.752,86.7428,48.5052,30.8117,0.0,39.5185,194.816,35.551,70.0274,146.522,149.574,61.1282,0.0,46.3401,63.0343
PWY66-430: myristate biosynthesis (mitochondria),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5944,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.494,0.0,0.0,0.0,0.0,0.0,0.0
PWY6666-2: dopamine degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.70432,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81709,0.0,0.0,0.0,0.0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle),24.5062,96.975,0.0,0.0,0.0,0.0,0.0,101.803,0.0,0.0,78.3353,0.0,76.4851,137.281,106.999,59.463,52.7121,88.5561,115.112,93.1553,0,0.0,55.5374,0.0,0.0,59.7207,0.0,0.0,0.0,36.3568,54.9531,0.0,33.0639,63.4335,64.9983,0.0,0.0,0.0,32.0593
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate),56.0458,60.7512,36.7908,0.0,0.0,101.025,0.0,0.0,0.0,0.0,0.0,0.0,41.9234,0.0,155.87,104.83,84.4512,153.335,184.309,114.228,0,45.6657,45.111,22.2727,12.4617,82.0596,67.9223,148.487,218.258,44.9743,145.167,55.4095,51.8064,136.04,65.1792,49.3324,70.3304,89.4359,44.3097
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,0.0,47.1311,48.9533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.255,0.0,131.646,65.7597,86.4386,79.9597,99.7811,77.5107,0,0.0,0.0,0.0,0.0,11.5012,0.0,0.0,0.0,0.0,131.084,0.0,24.4287,99.568,41.7156,16.7446,0.0,60.3905,13.1224
REDCITCYC: TCA cycle VI (Helicobacter),13.1041,0.0,26.8057,0.0,0.0,70.049,0.0,0.0,0.0,61.8688,0.0,0.0,0.0,0.0,83.9387,69.2303,28.9389,82.6083,13.8533,19.0069,0,4.72308,0.0,18.8541,39.9785,16.6939,0.0,0.0,0.0,22.5038,39.2659,0.0,41.5063,38.8937,24.166,39.8278,0.0,31.0029,32.695
RHAMCAT-PWY: L-rhamnose degradation I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5643,0.0,14.5591,25.8926,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88559,0.0,0.0,0.0,0.0,0.0,0.0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),221.475,0.0,140.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.774,0.0,0.0,0.0,188.628,197.423,154.85,177.372,173.459,149.659,0,248.767,178.342,200.428,240.523,247.744,164.341,247.325,408.142,208.959,161.004,179.691,108.975,176.178,189.367,152.397,142.577,155.523,92.1276
RUMP-PWY: formaldehyde oxidation I,0.0,0.0,0.0,0.0,0.0,25.9871,0.0,39.0114,0.0,0.0,36.8986,0.0,0.0,0.0,11.1529,33.2637,0.0,0.0,0.0,0.0,0,38.474,0.0,42.8113,172.726,56.5154,0.0,0.0,0.0,45.6286,0.0,0.0,45.7644,20.1042,104.432,17.0417,0.0,0.0,17.4431
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,0.0,110.609,12.7582,0.0,114.518,240.565,0.0,0.0,0.0,69.0308,73.8377,0.0,134.468,25.7239,195.078,157.776,193.938,124.786,193.061,225.023,0,0.0,0.0,0.0,0.0,81.2095,0.0,0.0,0.0,4.02129,173.015,0.0,32.5152,156.111,75.1591,27.4556,77.1508,57.4618,24.8159
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,125.156,182.102,244.653,185.06,96.9209,277.357,0.0,0.0,101.222,111.818,276.589,0.0,241.301,136.952,361.529,311.719,337.166,331.941,415.371,278.854,0,137.947,88.9356,186.05,174.174,196.2,138.388,169.642,322.478,114.793,296.572,91.5386,96.6456,233.413,181.392,130.166,118.776,117.086,90.2868
SO4ASSIM-PWY: assimilatory sulfate reduction I,67.6653,21.3707,31.9765,0.0,0.0,88.8362,0.0,29.0411,191.899,0.0,50.851,0.0,33.7848,0.0,122.032,147.486,87.7345,156.599,208.611,149.744,0,79.0619,66.6621,105.409,264.249,51.1006,0.0,69.2977,63.5977,47.0876,91.7365,58.9627,55.8416,84.11,115.426,64.2961,30.2186,18.17,37.0039
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,75.5652,37.2909,53.7469,0.0,0.0,131.551,0.0,0.0,105.073,0.0,89.2148,0.0,61.2295,0.0,165.199,182.721,103.594,126.499,182.293,170.186,0,109.228,68.2046,114.886,188.581,81.4329,0.0,101.58,110.64,71.0651,140.776,78.3097,75.3126,122.164,135.768,88.4327,50.9229,33.0655,56.2522
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,0.0,0.0,47.239,0.0,0.0,86.6991,0.0,38.3574,0.0,0.0,0.0,0.0,0.0,0.0,160.347,94.5278,64.6793,148.46,33.4486,44.7707,0,5.98828,0.0,26.0278,36.4812,24.1075,0.0,0.0,0.0,28.5772,59.2602,0.0,45.2405,55.6509,30.6564,27.6889,0.0,63.4349,40.318
TCA: TCA cycle I (prokaryotic),18.0712,0.0,49.5817,0.0,0.0,88.7359,0.0,167.064,0.0,100.966,0.0,0.0,0.0,0.0,144.704,88.4604,56.2816,138.607,26.7959,36.4589,0,5.02489,0.0,23.1482,47.6715,23.2397,0.0,23.7827,0.0,36.084,48.5057,0.0,55.4514,48.2964,26.3883,71.4158,0.0,60.4942,42.3869
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes),27.4106,49.4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6492,86.0366,0.0,0.0,0.0,0.0,60.9063,6.45377,5.61484,0.0,77.2845,0,48.4067,24.7247,41.5682,100.396,56.2776,32.151,41.8995,0.0,34.4109,0.0,56.2429,37.7935,21.8905,82.83,0.0,14.2177,35.3015,30.8102
THRESYN-PWY: superpathway of L-threonine biosynthesis,461.088,264.336,328.567,121.889,0.0,202.697,248.512,287.062,0.0,210.214,372.584,644.937,120.51,62.8585,191.124,305.119,276.734,189.376,184.139,181.509,0,386.899,292.118,346.034,260.073,356.125,359.966,426.582,504.891,378.487,285.031,384.952,142.997,306.434,283.87,276.441,327.56,260.801,232.975
TRNA-CHARGING-PWY: tRNA charging,252.513,122.201,171.146,151.953,0.0,130.139,0.0,245.961,0.0,145.932,363.772,409.006,0.0,0.0,87.7548,197.653,31.6342,99.0774,0.0,237.072,0,313.351,264.835,208.344,258.454,213.81,262.62,226.521,219.358,269.8,145.911,281.102,148.009,134.571,247.92,189.834,99.2823,113.664,160.643
TYRFUMCAT-PWY: L-tyrosine degradation I,0.0,69.0561,61.849,0.0,0.0,121.868,0.0,0.0,0.0,0.0,26.2345,0.0,309.208,81.8564,179.691,71.5099,100.959,167.615,175.579,155.697,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.646,0.0,10.7357,66.812,25.8679,0.0,0.0,30.5605,0.0
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II,0.0,18.3001,0.0,0.0,0.0,0.0,0.0,93.5474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0063,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33818,5.76402,4.79387,0.0,0.0,0.0,0.0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,508.477,278.996,266.434,279.236,112.442,218.137,228.786,411.599,70.578,174.071,311.65,511.866,0.0,43.5566,227.223,287.582,249.571,211.873,205.141,227.515,0,417.274,371.247,380.028,346.636,418.473,442.092,443.514,504.741,413.274,208.471,379.585,151.019,281.433,319.162,306.274,343.197,245.321,258.925
URDEGR-PWY: superpathway of allantoin degradation in plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.598129,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09777,0.0,0.0,0.0,0.0,0.0,0.0
