pathway,pval,padj,log2err,ES,NES,size,timepoint,celltype,sample,info
HP_ABNORMAL_LOCALIZATION_OF_KIDNEY,1.08e-06,0.000186,0.6435518,-0.7782085,-1.821739,160,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME,7.07e-06,0.000906,0.6105269,-0.9268399,-1.722503,49,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_METACARPAL_MORPHOLOGY,1.11e-05,0.00134,0.5933255,0.7721156,1.489726,147,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_MORPHOLOGY_OF_THE_GREAT_VESSELS,0.000262,0.0193,0.4984931,-0.5211264,-1.422144,553,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_MYELOID_LEUKOCYTE_MORPHOLOGY,9.33e-05,0.00827,0.5384341,-0.6178128,-1.532459,311,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_NEUTROPHIL_COUNT,0.000168,0.0138,0.5188481,-0.7007356,-1.649882,174,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS,8.99e-08,2.24e-05,0.7049757,-0.968596,-1.791508,37,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_RETICULOCYTE_MORPHOLOGY,3.27e-07,7.01e-05,0.6749629,-0.9080212,-1.852066,72,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_SCAPULA_MORPHOLOGY,1.08e-05,0.00132,0.5933255,-0.7734378,-1.773965,141,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_SOFT_PALATE_MORPHOLOGY,9.39e-07,0.000165,0.6594444,-0.745788,-1.7923,202,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY,4.36e-05,0.00424,0.5573322,-0.5889741,-1.56778,417,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_THUMB_MORPHOLOGY,0.000111,0.00968,0.5384341,-0.6055791,-1.539283,332,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_VENTRICULAR_SEPTUM_MORPHOLOGY,0.000341,0.0237,0.4984931,-0.5715344,-1.493886,383,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABSENT_THUMB,5.34e-08,1.51e-05,0.7195128,-0.9575069,-1.788524,44,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ACUTE_LEUKEMIA,1.83e-05,0.00203,0.5756103,-0.817169,-1.773051,103,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ACUTE_MYELOID_LEUKEMIA,1.65e-05,0.00186,0.5756103,-0.8836958,-1.804183,67,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ADENOCARCINOMA_OF_THE_INTESTINES,3.01e-07,6.71e-05,0.6749629,-0.9658175,-1.763339,35,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ADENOCARCINOMA_OF_THE_LARGE_INTESTINE,7.8e-08,2.12e-05,0.7049757,-0.9820943,-1.738307,30,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ANEMIA_OF_INADEQUATE_PRODUCTION,3.95e-08,1.16e-05,0.7195128,-0.8105377,-1.89742,160,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ANGIOEDEMA,5.76e-05,0.00542,0.5573322,0.9944346,1.417471,7,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_APLASIA_HYPOPLASIA_OF_FINGERS,2.27e-05,0.00248,0.5756103,-0.6386638,-1.584792,313,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_APLASIA_HYPOPLASIA_OF_THE_EAR,3.06e-06,0.000441,0.6272567,-0.7833484,-1.797984,139,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_APLASIA_HYPOPLASIA_OF_THE_THUMB,6.37e-06,0.00083,0.6105269,-0.8111679,-1.819995,123,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_APLASIA_OF_THE_FINGERS,8.32e-08,2.18e-05,0.7049757,-0.9264259,-1.861926,64,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_CEREBELLAR_MALFORMATION,0.000366,0.0249,0.4984931,0.6792814,1.412568,333,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_CLEFT_LIP,9.87e-08,2.42e-05,0.7049757,-0.7725779,-1.845829,190,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_CLEFT_SOFT_PALATE,3.17e-06,0.000453,0.6272567,-0.7765758,-1.816286,157,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_COARCTATION_OF_AORTA,5.78e-06,0.000773,0.6105269,-0.8244121,-1.800087,107,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_DELAYED_SPEECH_AND_LANGUAGE_DEVELOPMENT,0.000176,0.0142,0.5188481,0.63264,1.388067,763,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_DEVELOPMENTAL_CATARACT,6.73e-09,2.35e-06,0.7614608,-0.8690545,-1.940276,116,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_DEVELOPMENTAL_GLAUCOMA,9.47e-07,0.000165,0.6594444,-0.9099826,-1.776953,60,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_DISPLACEMENT_OF_THE_URETHRAL_MEATUS,4.94e-06,0.000673,0.6105269,-0.6549028,-1.635321,302,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_DUPLICATION_OF_HAND_BONES,7.69e-05,0.00694,0.5384341,-0.6996274,-1.673662,200,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_DUPLICATION_OF_THUMB_PHALANX,2.68e-09,1e-06,0.774939,-0.962853,-1.827172,52,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ELEVATED_RED_CELL_ADENOSINE_DEAMINASE_LEVEL,8.58e-08,2.18e-05,0.7049757,-0.9906672,-1.742296,22,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ERYTHROID_HYPOPLASIA,3.4e-08,1.04e-05,0.7195128,-0.988669,-1.729689,25,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_FEEDING_DIFFICULTIES_IN_INFANCY,5.04e-05,0.00481,0.5573322,0.6754483,1.452129,494,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_GASTROINTESTINAL_CARCINOMA,1.41e-07,3.42e-05,0.6901325,-0.920799,-1.863673,65,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_HORSESHOE_KIDNEY,6.88e-07,0.00013,0.6594444,-0.8900447,-1.845539,81,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_HYDROPS_FETALIS,1.32e-06,0.000215,0.6435518,-0.8599788,-1.81319,92,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_HYPERACTIVITY,0.000588,0.0367,0.4772708,0.6600602,1.398929,421,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_INCREASED_BODY_WEIGHT,1.9e-06,0.0003,0.6435518,0.7074126,1.495884,415,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_INCREASED_HEAD_CIRCUMFERENCE,0.000199,0.0157,0.5188481,0.6773885,1.431315,407,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_INCREASED_MEAN_CORPUSCULAR_VOLUME,5.99e-06,0.000787,0.6105269,-0.9498072,-1.762818,39,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_INTELLECTUAL_DISABILITY_MODERATE,3.92e-05,0.00394,0.5573322,0.734359,1.483196,217,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_LETHARGY,1.41e-08,4.42e-06,0.7477397,-0.8086423,-1.926748,185,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_LEUKEMIA,2.65e-05,0.0028,0.5756103,-0.7417753,-1.708107,143,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_LEUKOPENIA,0.000538,0.0342,0.4772708,-0.6430039,-1.562924,217,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_LOW_ANTERIOR_HAIRLINE,9.47e-05,0.00835,0.5384341,-0.7844475,-1.703361,104,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_MACROCYTIC_ANEMIA,3.68e-07,7.55e-05,0.6749629,-0.9245091,-1.792199,59,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR,8.05e-07,0.000147,0.6594444,-0.9807119,-1.741891,26,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_MYELODYSPLASIA,3.62e-07,7.54e-05,0.6749629,-0.8596509,-1.854753,102,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_NEOPLASM_BY_HISTOLOGY,8.94e-05,0.00797,0.5384341,-0.6163439,-1.53787,309,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_COLON,5.01e-07,9.75e-05,0.6594444,-0.8840545,-1.833764,78,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_GASTROINTESTINAL_TRACT,3.99e-06,0.000554,0.6105269,-0.6865791,-1.705292,255,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_GENITOURINARY_TRACT,1.7e-05,0.0019,0.5756103,-0.7051203,-1.712839,208,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_LARGE_INTESTINE,8.57e-07,0.000155,0.6594444,-0.8487231,-1.836685,105,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_SKELETAL_SYSTEM,2.21e-05,0.00244,0.5756103,-0.8284076,-1.746625,92,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_NONIMMUNE_HYDROPS_FETALIS,7.01e-07,0.000131,0.6594444,-0.9590621,-1.785627,40,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_NORMOCHROMIC_ANEMIA,2e-06,0.000306,0.6272567,-0.9713069,-1.719213,30,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_OCULAR_ANTERIOR_SEGMENT_DYSGENESIS,2e-06,0.000306,0.6272567,-0.6953153,-1.721497,266,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ORAL_CLEFT,0.000361,0.0249,0.4984931,-0.524075,-1.425133,554,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_OSTEOSARCOMA,1.51e-05,0.00174,0.5933255,-0.9561132,-1.741879,33,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_PALLOR,1.16e-08,3.76e-06,0.7477397,-0.8409885,-1.930001,137,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND,7.18e-09,2.45e-06,0.7614608,-0.9760464,-1.807339,38,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_PERSISTENCE_OF_HEMOGLOBIN_F,8.77e-07,0.000156,0.6594444,-0.9748026,-1.7254,30,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_POLYDACTYLY,2.58e-05,0.00276,0.5756103,0.7381493,1.490852,217,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_POSITIONAL_FOOT_DEFORMITY,0.00012,0.0103,0.5384341,0.684431,1.434379,357,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_PURE_RED_CELL_APLASIA,8.27e-08,2.18e-05,0.7049757,-0.9873617,-1.727402,25,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_REDUCED_CONSCIOUSNESS_CONFUSION,6.33e-09,2.26e-06,0.7614608,-0.7170004,-1.844471,354,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_RENAL_AGENESIS,4.7e-07,9.26e-05,0.6749629,-0.7850829,-1.85018,167,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_RENAL_HYPOPLASIA_APLASIA,1.05e-05,0.00129,0.5933255,-0.6604627,-1.637733,286,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_RETICULOCYTOPENIA,1.14e-06,0.000194,0.6435518,-0.9670523,-1.760062,34,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_SARCOMA,5.95e-06,0.000787,0.6105269,-0.7547396,-1.769834,161,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_SHORT_THUMB,3.47e-06,0.000486,0.6272567,-0.8474026,-1.805993,95,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_SLEEP_DISTURBANCE,0.000471,0.0304,0.4984931,0.6543749,1.395779,456,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_SMALL_FOR_GESTATIONAL_AGE,1.32e-06,0.000215,0.6435518,-0.7433144,-1.803785,207,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_SPRENGEL_ANOMALY,7.07e-06,0.000906,0.6105269,-0.9211224,-1.72623,50,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_THROMBOCYTOSIS,3.01e-05,0.00308,0.5756103,-0.9136837,-1.698052,49,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_TRIANGULAR_SHAPED_PHALANGES_OF_THE_HAND,1.5e-05,0.00174,0.5933255,-0.7361797,-1.754092,185,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_TRICUSPID_STENOSIS,0.000324,0.023,0.4984931,-0.9988213,-1.508952,5,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_TRIPHALANGEAL_THUMB,1.1e-10,4.23e-08,0.8390889,-0.9538773,-1.930622,65,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_UPSLANTED_PALPEBRAL_FISSURE,1.23e-05,0.00146,0.5933255,0.7328879,1.488305,237,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_WEBBED_NECK,1.42e-05,0.00166,0.5933255,-0.8138019,-1.777614,109,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,3.86e-28,7.81e-25,1.3802649,-0.756768,-2.104727,757,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,2.31e-05,0.00273,0.5756103,-0.9381343,-1.752425,35,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_APPENDAGE_DEVELOPMENT,5.56e-05,0.00567,0.5573322,0.7636531,1.496126,147,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_APPENDAGE_MORPHOGENESIS,0.000559,0.0381,0.4772708,0.752636,1.43344,118,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,2.71e-08,8.47e-06,0.733762,-0.8805049,-1.93383,95,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,7.18e-24,4.67e-21,1.2627399,-0.6909956,-1.915039,963,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,2.07e-06,0.000341,0.6272567,-0.4969836,-1.383911,971,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.76e-27,2.4e-24,1.3575741,-0.9824859,-2.205883,103,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_CYTOPLASMIC_TRANSLATION,1.16e-10,4.45e-08,0.8390889,-0.9082567,-2.017153,99,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,5.57e-25,4.9e-22,1.2951231,-0.971998,-2.275215,117,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,1.16e-26,1.24e-23,1.3422338,-0.8747616,-2.310434,340,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,1.42e-24,1.12e-21,1.2871037,-0.7834333,-2.128018,560,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,4.58e-05,0.0048,0.5573322,0.7199617,1.473409,256,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,0.000281,0.0221,0.4984931,0.6641347,1.396967,405,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_HEART_DEVELOPMENT,0.000151,0.0131,0.5188481,0.6633281,1.410784,492,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_HEART_GROWTH,0.000439,0.0318,0.4984931,0.7805359,1.424849,79,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_LIPID_METABOLIC_PROCESS,0.000464,0.0332,0.4984931,0.58818,1.278175,1331,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_MRNA_METABOLIC_PROCESS,1.76e-24,1.32e-21,1.279034,-0.7183107,-2.006099,827,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_NCRNA_METABOLIC_PROCESS,3.17e-05,0.00362,0.5573322,-0.5594885,-1.486055,453,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_NCRNA_PROCESSING,9.62e-06,0.00124,0.5933255,-0.5998908,-1.58401,378,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,2.21e-21,1.27e-18,1.1953445,-0.9060124,-2.233511,206,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,2.33e-24,1.66e-21,1.279034,-0.9673364,-2.270595,120,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,3.12e-28,7.79e-25,1.3802649,-0.7901482,-2.158398,620,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_OXIDATIVE_PHOSPHORYLATION,1.67e-10,6.23e-08,0.8266573,-0.8560645,-2.041095,140,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS,4.17e-28,7.81e-25,1.372743,-0.7921628,-2.16638,623,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_PEPTIDE_METABOLIC_PROCESS,4.8e-29,1.44e-25,1.4025887,-0.7556181,-2.116045,768,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,0.000752,0.0477,0.4772708,0.5917282,1.282888,1202,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,0.000178,0.0151,0.5188481,0.7092901,1.450435,263,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY,0.000268,0.0213,0.4984931,0.6735984,1.411794,384,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,0.000374,0.028,0.4984931,-0.5010703,-1.367969,598,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,8.87e-24,5.54e-21,1.2627399,-0.9553836,-2.282765,144,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE,2.83e-24,1.93e-21,1.279034,-0.7729799,-2.080916,644,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE,1.82e-20,1.01e-17,1.16907,-0.6618985,-1.839731,977,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_PROTEIN_TARGETING,4.76e-27,5.49e-24,1.3499257,-0.8415651,-2.233986,426,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,3.06e-27,3.81e-24,1.3575741,-0.9388955,-2.296035,199,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_REGULATION_OF_GTPASE_ACTIVITY,7.26e-05,0.00711,0.5384341,0.6733821,1.429743,457,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,5.09e-05,0.00525,0.5573322,0.7450358,1.488234,174,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,2.15e-05,0.00255,0.5756103,0.7058947,1.459912,312,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,1.24e-06,0.000221,0.6435518,-0.8185682,-1.893348,112,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,9.31e-11,3.67e-08,0.8390889,-0.6879968,-1.810264,434,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,3.21e-06,0.000507,0.6272567,-0.7228468,-1.766378,198,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY,9.06e-05,0.00837,0.5384341,-0.9529969,-1.666079,26,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,1.35e-06,0.000237,0.6435518,-0.8827892,-1.842281,70,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,2.12e-07,5.25e-05,0.6901325,-0.8901569,-1.872038,73,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RIBOSOME_ASSEMBLY,5.37e-07,0.000112,0.6594444,-0.9074302,-1.811827,59,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RIBOSOME_BIOGENESIS,8.65e-11,3.5e-08,0.8390889,-0.7525121,-1.962575,297,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RNA_CATABOLIC_PROCESS,1.63e-25,1.53e-22,1.3110148,-0.8371332,-2.24508,407,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_RRNA_METABOLIC_PROCESS,7.72e-08,2.13e-05,0.7049757,-0.7401558,-1.863325,232,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,1.15e-05,0.00146,0.5933255,0.6833933,1.452322,491,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,0.000608,0.0405,0.4772708,0.8175272,1.437465,58,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_TRANSLATIONAL_INITIATION,6.7e-25,5.58e-22,1.2951231,-0.9363119,-2.261034,189,Immediately Post-flight,other_T,Inspiration4,C5
GOBP_VIRAL_GENE_EXPRESSION,3.49e-23,2.09e-20,1.2462328,-0.9221981,-2.253521,198,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_ANCHORING_JUNCTION,1.29e-11,5.87e-09,0.8753251,-0.6026777,-1.684441,807,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_CELL_SUBSTRATE_JUNCTION,5.42e-12,2.62e-09,0.887075,-0.7126558,-1.913046,420,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_CHROMOSOME,2.89e-05,0.00333,0.5756103,0.6028605,1.312994,1527,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_CYTOCHROME_COMPLEX,0.000218,0.0179,0.5188481,-0.9251217,-1.660712,31,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,2.56e-19,1.37e-16,1.1330899,-0.9911428,-1.933588,54,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_CYTOSOLIC_RIBOSOME,1.78e-30,8.88e-27,1.4318124,-0.9862237,-2.214275,103,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,2.47e-11,1.09e-08,0.8634154,-0.9779106,-1.833523,45,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_IMMUNOGLOBULIN_COMPLEX,9.89e-07,0.000185,0.6435518,-0.8056146,-1.894615,123,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_IMMUNOGLOBULIN_COMPLEX_CIRCULATING,1.79e-05,0.00218,0.5756103,-0.8680471,-1.775912,64,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,1.7e-06,0.000287,0.6435518,-0.7725539,-1.843587,138,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_LARGE_RIBOSOMAL_SUBUNIT,5.27e-19,2.72e-16,1.123915,-0.9567089,-2.212868,112,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX,5.78e-06,0.000832,0.6105269,-0.6637539,-1.692534,260,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_NEURON_TO_NEURON_SYNAPSE,0.00051,0.0354,0.4772708,-0.5694634,-1.493173,336,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_NUCLEOLUS,0.000226,0.0184,0.5188481,-0.4434577,-1.243925,915,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_POLYSOMAL_RIBOSOME,6.27e-07,0.000127,0.6594444,-0.9695387,-1.740446,31,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_POLYSOME,2.05e-07,5.21e-05,0.6901325,-0.9042828,-1.868171,66,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_RESPIRASOME,4.53e-08,1.3e-05,0.7195128,-0.871647,-1.925183,97,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_RESPIRATORY_CHAIN_COMPLEX,2.98e-09,1.06e-06,0.774939,-0.9087732,-1.956285,82,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV,9.62e-05,0.00882,0.5384341,-0.9734379,-1.647843,19,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_RIBONUCLEOPROTEIN_COMPLEX,1.26e-27,1.89e-24,1.3651796,-0.7790105,-2.11047,668,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_RIBOSOMAL_SUBUNIT,4.65e-31,3.48e-27,1.4462029,-0.9566292,-2.307238,183,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_RIBOSOME,5.39e-28,8.97e-25,1.372743,-0.9346967,-2.332385,219,Immediately Post-flight,other_T,Inspiration4,C5
GOCC_SMALL_RIBOSOMAL_SUBUNIT,1.09e-12,5.42e-10,0.9101197,-0.9512298,-2.000477,73,Immediately Post-flight,other_T,Inspiration4,C5
GOMF_ADENYL_NUCLEOTIDE_BINDING,7.81e-07,0.000154,0.6594444,0.6217086,1.354264,1484,Immediately Post-flight,other_T,Inspiration4,C5
GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.000131,0.0116,0.5188481,0.5984779,1.298447,1266,Immediately Post-flight,other_T,Inspiration4,C5
GOMF_GTPASE_ACTIVATOR_ACTIVITY,6.34e-05,0.00637,0.5384341,0.7214773,1.475883,262,Immediately Post-flight,other_T,Inspiration4,C5
GOMF_IMMUNOGLOBULIN_RECEPTOR_BINDING,3.82e-05,0.00409,0.5573322,-0.8412524,-1.737956,66,Immediately Post-flight,other_T,Inspiration4,C5
GOMF_KINASE_ACTIVITY,1.15e-06,0.000211,0.6435518,0.6712375,1.445038,707,Immediately Post-flight,other_T,Inspiration4,C5
