human_gene,CD4_T,CD8_T,other_T,B,NK,CD14_Mono,CD16_Mono,DC,other,GeneLab,skin,skin_IE,skin_OD,skin_OE,skin_VA,JAXA.cfRNA.pval,NASA_multi_CD19,NASA_multi_CD4,NASA_multi_CD8,NASA_multi_LD,NASA_ribo_CD19,NASA_ribo_CD4,NASA_ribo_CD8,NASA_ribo_LD,NASA_poly_CD19,NASA_poly_CD4,NASA_poly_CD8,NASA_poly_LD,CD4_T.padj,CD8_T.padj,other_T.padj,B.padj,NK.padj,CD14_Mono.padj,CD16_Mono.padj,DC.padj,other.padj,GeneLab.padj,skin.padj,skin_IE.padj,skin_OD.padj,skin_OE.padj,skin_VA.padj,JAXA.cfRNA,NASA_multi_CD19.padj,NASA_multi_CD4.padj,NASA_multi_CD8.padj,NASA_multi_LD.padj,NASA_ribo_CD19.padj,NASA_ribo_CD4.padj,NASA_ribo_CD8.padj,NASA_ribo_LD.padj,NASA_poly_CD19.padj,NASA_poly_CD4.padj,NASA_poly_CD8.padj,NASA_poly_LD.padj
CAST,0.119713115,0.131385281,0.122074118,0.082844415,0.079656067,0.216451239,0.167537541,0.099911131,1.070982801,-0.001936368,-0.046406251,-0.509896834,-0.006061488,-0.234384357,0.271457368,,,,,,,,,,,,,,3.9e-11,0.031740363,1.0,0.00330183,1.0,2.03e-15,1.0,1.0,1.0,0.975082596,0.920636626,0.703792692,,0.862156268,0.682737125,,,,,,,,,,,,,
RALGAPA2,0.09214532,0.032627678,0.078745334,0.136958765,0.130182669,0.227569254,0.173532419,0.238879438,0.350137579,0.042325765,0.047887846,0.042276536,-0.064873969,0.191201373,0.177661485,,,,,,,,,,,,,,5.42e-11,0.032263757,1.0,0.003679726,1.0,2.52e-15,1.0,1.0,1.0,0.215390386,0.880653835,0.981124456,,0.845046148,0.764324264,,,,,,,,,,,,,
RFX3,0.11616871,0.156424014,0.173117705,0.059386646,0.199963547,0.19414669,0.207448482,0.086728167,0.055607278,-0.005441271,-0.036728118,0.001259127,0.046157813,-0.033179878,-0.010793967,,,,,,,,,,,,,,5.85e-11,0.04184748,1.0,0.004566855,1.0,3.95e-15,1.0,1.0,1.0,0.9407788,0.919654181,0.999197577,,0.976246942,0.989579195,,,,,,,,,,,,,
STAT1,0.095453448,0.142771106,0.095694692,0.080642305,0.098295163,0.222109629,0.12961784,-0.127439789,0.48452538,0.06041635,0.02176749,-0.115929347,0.08282095,0.297768051,-0.069323139,,,,,,,,,,,,,,5.97e-11,0.043253282,1.0,0.005175501,1.0,6.28e-15,1.0,1.0,1.0,0.140004922,0.960041054,0.950459216,,0.764346716,0.941182079,,,,,,,,,,,,,
SNX2,0.12529681,0.12038242,0.296966844,0.145626447,0.074223947,0.184196362,0.183888311,0.044029848,0.043550236,-0.03825318,-0.041155992,0.234136639,0.15766139,0.045081896,-0.507052476,,,,,,,,,,,,,,6.01e-11,0.044742554,1.0,0.005441628,1.0,6.4e-15,1.0,1.0,1.0,0.266466727,0.910479212,0.85821964,,0.97044647,0.28788607,,,,,,,,,,,,,
C2CD5,0.210577324,0.097269064,0.152936591,0.053810251,0.078629038,0.271081413,0.221220321,0.206917199,0.073284014,0.093182476,-0.063543294,-0.144079204,-0.178538887,-0.225918867,0.136390735,,,,,,,,,,,,,,6.06e-11,0.045557348,1.0,0.005979192,1.0,6.48e-15,1.0,1.0,1.0,0.001625835,0.840293715,0.928746739,,0.812814771,0.840999818,,,,,,,,,,,,,
PLCB1,0.312608721,0.141719669,0.167900623,0.187329219,0.026236088,0.187029645,0.167591986,0.28958578,0.027918966,0.186109132,0.231742322,0.41917062,0.330922298,0.277081787,0.027933043,,,,,,,,,,,,,,1.24e-10,0.045855586,1.0,0.0070806,1.0,8.46e-15,1.0,1.0,1.0,9.29e-06,0.391622462,0.735700817,,0.790965664,0.975207404,,,,,,,,,,,,,
LCP1,0.134551673,0.106072482,0.100180534,0.122348179,0.058309411,0.186904387,0.2265833,0.09211233,0.058001887,0.091204034,0.152434045,0.68527409,0.115501911,-0.06633374,-0.329075356,,,,,,,,,,,,,,1.7e-10,0.047082189,1.0,0.008356364,1.0,1.32e-14,1.0,1.0,1.0,0.068159632,0.640373985,0.428196797,,0.966117651,,,,,,,,,,,,,,
NAMPT,0.431312167,0.199841493,0.116642526,0.09832375,0.114802068,0.198361102,-0.147360895,0.214882784,0.078784192,-0.05764527,-0.043412499,-0.268128151,-0.458458937,-0.06402532,0.370102561,,,,,,,,,,,,,,6.1e-10,0.047675523,1.0,0.009263623,1.0,1.4e-14,1.0,1.0,1.0,0.326193548,0.908258488,0.848872046,,0.962124292,0.477780913,,,,,,,,,,,,,
SH3BGRL,0.059919835,0.130511427,0.073558383,0.162723376,0.154652656,0.200456066,0.30519193,-0.035710981,0.079281735,0.030480651,-0.052434437,0.177637121,0.179016337,0.034579684,-0.421355214,,,,,,,,,,,,,,7.31e-10,0.05026176,1.0,0.011929646,1.0,1.48e-14,1.0,1.0,1.0,0.655856018,0.898258625,0.91241375,,0.977865525,0.424567325,,,,,,,,,,,,,
WDR70,0.012166513,0.024647053,0.036563957,0.078840287,0.111230381,0.195347726,-0.02571841,0.136802129,0.018498593,0.001346829,0.362262651,0.970649801,0.626812827,0.196045269,0.159241272,0.036639012,,,,,,,,,,,,,8.18e-10,0.057108687,1.0,0.024251599,1.0,1.88e-14,1.0,1.0,1.0,0.969474352,0.340153824,0.466518007,,0.908717799,,-3.567301632,,,,,,,,,,,,
SATB1-AS1,0.13700851,0.160349381,0.160466908,0.202456601,0.13493104,0.256003789,0.170006163,0.14221332,0.044194623,,,,,,,,,,,,,,,,,,,,8.99e-10,0.075468308,1.0,0.028206643,1.0,2e-14,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
MTAP,0.437006479,0.12498729,0.022699946,0.03487373,0.091096488,0.248095224,0.11324705,0.148263315,0.155286212,-0.020154375,-0.032522071,-0.036300131,-0.079008475,-0.045039096,0.177411304,,,,,,,,,,,,,,1.38e-09,0.083876296,1.0,0.029843197,1.0,2.34e-14,1.0,1.0,1.0,0.698859315,0.918249738,0.981926379,,0.968388658,0.743646341,,,,,,,,,,,,,
ASCC3,0.059963407,0.213516183,0.246090864,0.154962052,0.090391957,0.166120417,0.135097638,0.180795087,0.009855713,-0.013810688,-0.094139249,-0.230902465,-0.040842027,-0.270008249,0.357547793,,,,,,,,,,,,,,1.5e-09,0.092629776,1.0,0.033124083,1.0,2.53e-14,1.0,1.0,1.0,0.785357043,0.74516072,0.8411018,,0.781716037,0.457442812,,,,,,,,,,,,,
HERC4,0.069322088,0.078885429,0.014252655,0.149837509,0.205794567,0.159261909,0.240978587,-0.163614384,0.044431201,-0.076223764,0.015978142,-0.038238396,-0.168735005,0.580653173,-0.228873755,,,,,,,,,,,,,,2.24e-09,0.099293192,1.0,0.039266943,1.0,2.61e-14,1.0,1.0,1.0,0.04300838,0.963221157,0.981926379,,0.307982274,0.678694556,,,,,,,,,,,,,
MYO5A,0.106489697,0.01273175,0.101631407,0.149314043,0.128890476,0.209085947,0.118934558,0.145152105,0.179168861,-0.019302194,-0.1306721,0.010847389,0.087573431,-0.071603628,-0.575136289,,,,,,,,,,,,,,2.42e-09,0.122979351,1.0,0.049782757,1.0,3.16e-14,1.0,1.0,1.0,0.746054477,0.640373985,0.997107518,,0.95740515,0.273525772,,,,,,,,,,,,,
DIP2B,0.044341402,0.251539732,0.142787531,0.125558474,0.09279423,0.231754688,0.145166505,0.073275239,0.201318568,0.018446163,-0.139547214,-0.381790433,-0.066590245,-0.054448787,-0.036298238,,,,,,,,,,,,,,7.5e-09,0.159924308,1.0,0.050828026,1.0,7.21e-14,1.0,1.0,1.0,0.534994369,0.614931071,0.745372579,,0.967539866,0.969843927,,,,,,,,,,,,,
MCL1,0.037117311,0.122857846,0.102199943,0.033594569,0.137815238,0.148837674,0.152825231,0.078198334,0.021976077,-0.110839419,-0.035175307,-0.207321793,0.079112207,0.270228757,-0.180139113,,,,,,,,,,,,,,8.2e-09,0.178252529,1.0,0.051081054,1.0,1.47e-13,1.0,1.0,1.0,0.001287509,0.935187066,0.895731515,,0.811509545,0.808553321,,,,,,,,,,,,,
PPP3CA,0.12750394,0.053565737,0.164797107,0.145395609,0.103194102,0.221000442,0.109975917,0.150885517,0.049984576,0.006864232,0.103399905,0.286765088,0.455261458,-0.275939836,2.04e-05,,,,,,,,,,,,,,9.04e-09,0.185163976,1.0,0.052012166,1.0,1.6e-13,1.0,1.0,1.0,0.91755758,0.804593534,0.874394542,,0.848722438,,,,,,,,,,,,,,
R3HDM1,0.070599587,0.149631352,0.015577705,0.109058053,0.152151146,0.195712664,0.155599984,0.224951419,0.476673906,0.058729525,0.3281284,0.253679476,0.628217035,0.346953422,0.157958964,,,,,,,,,,,,,,9.62e-09,0.249580972,1.0,0.07272748,1.0,9.03e-13,1.0,1.0,1.0,0.260679565,0.241901114,0.888855856,,0.738314756,,,,,,,,,,,,,,
SAT1,0.054206631,0.147336821,0.164492677,0.106427497,0.140446917,0.211035612,0.12046362,0.17838658,0.198319736,-0.109672062,-0.094813026,-0.333423338,-0.072335407,-0.526944776,0.335085254,,,,,,,,,,,,,,1e-08,0.252407912,1.0,0.085152805,1.0,1.27e-12,1.0,1.0,1.0,0.001625835,0.79007685,0.72564855,,0.548326015,0.523144834,,,,,,,,,,,,,
ITPR1,0.07667284,0.145444609,0.238616252,0.06128854,0.14557404,0.177865105,0.11768454,0.172216813,0.361405127,0.111372013,-0.056639111,-0.268970804,-0.12498627,0.097239836,-0.156618966,,,,,,,,,,,,,,1.85e-08,0.308863469,1.0,0.092688443,1.0,2.1e-12,1.0,1.0,1.0,2.52e-06,0.879717321,0.858203186,,0.945164429,0.822119916,,,,,,,,,,,,,
FBXW7,0.111449941,0.071286572,0.098019367,0.181425279,0.083107235,0.224992223,0.069785127,-0.088822317,0.156647942,-0.004989039,-0.257555727,0.049121175,-0.103933087,-0.355789525,-0.727788272,,,,,,,,,,,,,,2.38e-08,0.345090911,1.0,0.099156451,1.0,2.89e-12,1.0,1.0,1.0,0.904387732,0.315542112,0.976010417,,0.697576064,0.101971925,,,,,,,,,,,,,
TTN,0.174369337,0.131944023,0.125410065,0.111528151,0.110379362,0.235188371,0.436132938,0.123208503,0.069003241,-0.003222452,0.261663002,0.526728053,0.318416377,0.113945384,0.217548003,0.037508926,,,,,,,,,,,,,2.6e-08,0.383962285,1.0,0.103668864,1.0,3.63e-12,1.0,1.0,1.0,0.993732564,0.315542112,0.584063176,,0.935758417,0.767796664,-5.645053457,,,,,,,,,,,,
CAB39,0.111149674,0.066866389,0.149320818,0.094930896,0.046325065,0.185675276,0.148073033,0.234141453,0.05369343,-0.03569662,0.057034356,-0.303539736,0.057751451,0.141880691,0.359265086,,,,,,,,,,,,,,3.23e-08,0.417325869,1.0,0.106231371,1.0,5.75e-12,1.0,1.0,1.0,0.275120936,0.864759004,0.794406663,,0.891810211,0.391958397,,,,,,,,,,,,,
DIAPH1,0.16032345,0.055661087,0.177542293,0.137608303,0.185094234,0.188476276,0.22341813,0.040978444,0.058624947,0.086311995,0.244354269,0.284640053,0.337925555,0.233073132,0.070472572,,,,,,,,,,,,,,3.71e-08,0.474113161,1.0,0.1362493,1.0,9.33e-12,1.0,1.0,1.0,0.001204148,0.462834536,0.87554063,,0.876431198,,,,,,,,,,,,,,
CDK14,0.081375904,0.114191253,0.095930718,0.097677097,0.086000627,0.245107744,0.146589715,-0.430873582,0.203102514,0.071004885,0.163521833,0.064059852,0.238315239,-0.076206739,0.382775355,,,,,,,,,,,,,,4.82e-08,0.546323343,1.0,0.164227471,1.0,2.18e-11,1.0,1.0,1.0,0.090986292,0.506291289,0.970884157,,0.955636999,0.351299154,,,,,,,,,,,,,
FNDC3A,0.264248944,0.140698082,0.034695906,0.029165803,0.012180039,0.179530637,0.251405691,0.243235463,0.097774935,0.004102723,-0.013658359,-0.23141535,-0.073293906,0.477604824,-0.107684347,,,,,,,,,,,,,,6.26e-08,0.642126445,1.0,0.182184777,1.0,2.6e-11,1.0,1.0,1.0,0.939137099,0.970972423,0.851326138,,0.479303809,0.870054503,,,,,,,,,,,,,
MYO1F,0.200243737,0.085282867,0.139633306,0.051177191,0.063865276,0.226119057,0.091036439,0.172890757,0.083242232,0.080925592,0.059403991,-0.188910541,-0.194024306,0.256760992,0.343222842,,,,,,,,,,,,,,6.91e-08,0.805930049,1.0,0.236313966,1.0,3.89e-11,1.0,1.0,1.0,0.229524465,0.877121896,0.902951306,,0.831943026,0.540724438,,,,,,,,,,,,,
RERE,0.024401194,0.235892205,0.139895968,0.172118701,0.121977821,0.19695681,0.070201391,0.156809502,0.183466293,0.045013469,0.26945816,0.050199426,0.212784176,0.262092852,0.479735313,,,,,,,,,,,,,,6.98e-08,1.0,1.0,0.264570372,1.0,6.66e-11,1.0,1.0,1.0,0.2148914,0.257461786,0.981124456,,0.794205466,0.201847329,,,,,,,,,,,,,
ROCK1,0.045245332,0.086520067,0.295533347,0.12850634,0.093089081,0.203092194,0.104988574,0.067826814,0.02951855,-0.01462251,0.065896169,0.203805053,-0.146699766,0.147123451,0.112232667,,,,,,,,,,,,,,7.38e-08,1.0,1.0,0.354539121,1.0,8.98e-11,1.0,1.0,1.0,0.809763458,0.831534779,0.877844667,,0.895691347,0.861883585,,,,,,,,,,,,,
STXBP5,0.174749958,0.007743907,0.142093698,0.179117792,0.030293147,0.221671086,0.178135554,0.103239175,0.029586053,0.031993107,0.051112678,0.172071116,0.096722679,-0.942663492,-0.129980503,,,,,,,,,,,,,,8.08e-08,1.0,1.0,0.500866569,1.0,9.67e-11,1.0,1.0,1.0,0.19211955,0.881735436,0.941822643,,0.331386792,0.917377913,,,,,,,,,,,,,
BCL11A,0.164338137,0.119705509,0.09117567,1.173365428,0.11497176,0.173555804,0.178502957,0.165648763,0.011885403,0.015544927,0.175459595,0.077425705,0.293002454,0.379254641,0.129679661,,,,,,,,,,,,,,9.38e-08,1.0,1.0,0.515679896,1.0,1.25e-10,1.0,1.0,1.0,0.906225325,0.495637332,0.961813432,,0.635433497,0.859776512,,,,,,,,,,,,,
CHD9,0.12371232,0.048837785,0.122377127,0.124578037,0.119467084,0.142204016,-0.108714352,-0.06246844,0.16484716,0.062483491,0.073348767,0.025804096,0.073068763,-0.021550667,0.136277341,,,,,,,,,,,,,,1.08e-07,1.0,1.0,0.522096318,1.0,1.58e-10,1.0,1.0,1.0,0.074477359,0.800542439,0.987424029,,0.984635975,0.823888895,,,,,,,,,,,,,
FARS2,0.108751149,0.106767373,0.148846526,-0.075966889,0.136349654,0.184932041,0.132913403,0.166124923,0.026928943,-0.029498855,-0.064188769,-0.317996168,-0.068434829,-0.251250405,0.303783983,,,,,,,,,,,,,,1.12e-07,1.0,1.0,0.555230852,1.0,2.16e-10,1.0,1.0,1.0,0.463851889,0.852788422,0.794164284,,0.815317619,0.589403202,,,,,,,,,,,,,
ZCCHC7,0.146400888,0.134604887,0.172102857,0.090262303,0.07954403,0.164174844,-0.068493252,0.116209035,0.262023957,-0.010928031,-0.017010099,-0.187955773,0.117207519,-0.153664211,0.073123769,,,,,,,,,,,,,,2.01e-07,1.0,1.0,0.736717011,1.0,2.69e-10,1.0,1.0,1.0,0.886527086,0.95882407,0.865071581,,0.871966198,0.915953863,,,,,,,,,,,,,
TCF7L2,0.015593655,0.11811233,0.052049473,0.05518848,0.187704046,0.166406021,-0.130533158,0.110437291,-0.430802577,0.090369514,-0.011674391,-0.292654878,-0.051858498,0.354728947,0.00483666,,,,,,,,,,,,,,2.02e-07,1.0,1.0,0.787594616,1.0,3.15e-10,1.0,1.0,1.0,0.027991326,0.976541433,0.784836553,,0.665499239,0.995112429,,,,,,,,,,,,,
SSH2,0.206426263,0.011138722,0.206436262,0.095860421,0.150832481,0.151529631,-0.115373275,0.097763368,-0.140035414,0.081143548,0.116679627,0.27447162,-0.037137859,-0.039424563,0.27793458,,,,,,,,,,,,,,4.42e-07,1.0,1.0,0.827566809,1.0,4.37e-10,1.0,1.0,1.0,0.004297778,0.670719665,0.789737509,,0.969867815,0.60102003,,,,,,,,,,,,,
SP100,0.019004942,0.193665251,0.195744256,0.073154266,0.121153066,0.194533612,0.239003688,0.08985312,-0.335556776,,-0.075312342,-0.0307914,-0.074377135,0.025614313,-0.175927943,,,,,,,,,,,,,,4.92e-07,1.0,1.0,0.82986249,1.0,4.81e-10,1.0,1.0,1.0,,0.782169304,0.984939517,,0.983039937,0.751705662,,,,,,,,,,,,,
JMJD1C,0.126051983,0.44834156,0.129756892,0.092899231,0.068235824,0.198913128,0.103805355,0.185443306,0.05901195,0.021334109,-0.197237835,0.081287366,-0.489479448,0.208569619,-0.420419358,,,,,,,,,,,,,,6.58e-07,1.0,1.0,0.869086209,1.0,6.04e-10,1.0,1.0,1.0,0.60451098,0.49016983,0.967131057,,0.864667216,0.466421498,,,,,,,,,,,,,
AGTPBP1,0.080143642,0.107844734,0.012361836,0.067674805,0.013131528,0.114785609,0.160153237,0.079550565,-0.053808782,0.036864707,0.236485307,0.308730358,0.014138516,0.476446654,0.251321994,,,,,,,,,,,,,,9.17e-07,1.0,1.0,0.873259126,1.0,6.61e-10,1.0,1.0,1.0,0.276192035,0.355326282,0.818005403,,0.508572958,0.641928302,,,,,,,,,,,,,
DLEU1,0.140044972,0.347273833,0.137473784,0.082549139,0.048467832,0.159747216,0.187950502,-0.082490255,0.06356933,,,,,,,,,,,,,,,,,,,,9.25e-07,1.0,1.0,1.0,1.0,6.75e-10,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
ITGA4,0.232277361,0.119536816,0.031227003,0.231214127,0.025896909,0.160679726,0.144286541,0.107692275,0.069451526,0.030575401,-0.013208374,0.159866483,0.049676191,0.194131566,-0.364539172,,,,,,,,,,,,,,2.83e-06,1.0,1.0,1.0,1.0,1e-09,1.0,1.0,1.0,0.675077763,0.976306071,0.914902328,,0.872825547,,,,,,,,,,,,,,
MAML2,0.011158002,0.101209991,0.070578584,0.140726128,0.030666635,0.211274702,0.144603834,0.167013406,0.174674197,0.033935056,-0.07655413,0.187982905,-0.396188354,-0.04510007,-0.078956132,,,,,,,,,,,,,,4.22e-06,1.0,1.0,1.0,1.0,1.56e-09,1.0,1.0,1.0,0.237137844,0.848314326,0.910443072,,0.973954381,,,,,,,,,,,,,,
CAMK2D,0.110714596,0.064202695,0.094505302,0.121826554,0.191117646,-0.146349228,0.126635077,0.146561689,0.13540361,,0.092922891,0.014945429,-0.017366846,0.463946917,0.086263795,,,,,,,,,,,,,,7.37e-06,1.0,1.0,1.0,1.0,9.33e-09,1.0,1.0,1.0,,0.73978786,0.995101092,,0.495284785,0.910281401,,,,,,,,,,,,,
MBP,0.137218594,0.0475981,0.006590214,0.041600675,0.124330095,0.138047855,0.301529766,0.203620645,0.153067645,0.055761147,-0.161131058,0.195195347,-0.15297804,-0.210857746,-0.423967914,,,,,,,,,,,,,,7.4e-06,1.0,1.0,1.0,1.0,1.09e-08,1.0,1.0,1.0,0.347518223,0.560083458,0.86905268,,0.850786231,0.399667266,,,,,,,,,,,,,
CEP85L,0.284694235,0.153043519,0.061004149,0.135934953,0.098137058,0.146574981,0.12983251,0.213808824,0.104960217,0.056368077,0.354833372,0.319432031,-0.009008146,0.287226681,0.749138609,,,,,,,,,,,,,,8.67e-06,1.0,1.0,1.0,1.0,2.16e-08,1.0,1.0,1.0,0.420857471,0.136712035,0.817241993,,0.764456704,,,,,,,,,,,,,,
WWP1,0.102287217,0.005936042,0.097126675,0.0958823,0.067520359,0.18239209,0.19952525,0.125495888,-0.020916125,-0.02240679,-0.126772534,-0.220170632,-0.095898441,-0.010365572,0.017689851,,,,,,,,,,,,,,8.78e-06,1.0,1.0,1.0,1.0,2.25e-08,1.0,1.0,1.0,0.672711258,0.636733242,0.824407585,,0.992671546,0.983776945,,,,,,,,,,,,,
EXOC4,0.093362163,0.142777358,0.025948325,0.137132442,0.010872766,-0.014029279,0.27563236,0.147907981,0.245382685,0.019058056,-0.046033419,0.280418891,-0.062906096,-0.094940546,-0.194054046,,,,,,,,,,,,,,1.01e-05,1.0,1.0,1.0,1.0,2.5e-08,1.0,1.0,1.0,0.45777704,0.919573624,0.85317339,,0.953271851,0.830331036,,,,,,,,,,,,,
SNHG14,0.091563518,0.075726247,0.026690739,0.078124634,0.102742471,0.137015159,0.126830022,0.270692052,0.342300345,,,,,,,,,,,,,,,,,,,,1.53e-05,1.0,1.0,1.0,1.0,4.38e-08,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
SIPA1L1,0.013202098,0.089180791,0.009767157,0.084137312,0.234447228,0.14559266,0.141236923,0.113650741,0.040622844,-0.015901155,0.075172762,0.114900842,0.404278644,0.018646052,-0.15250232,,,,,,,,,,,,,,1.69e-05,1.0,1.0,1.0,1.0,4.79e-08,1.0,1.0,1.0,0.730613588,0.861411565,0.960743954,,0.990298514,,,,,,,,,,,,,,
WDR7,0.069827676,0.009270085,0.344367414,0.098821189,0.070826119,0.160702746,0.112768729,0.080147336,0.142066152,0.011691892,0.058674231,0.122595013,0.215962125,-0.112810772,-0.112344304,,,,,,,,,,,,,,2.12e-05,1.0,1.0,1.0,1.0,1.07e-07,1.0,1.0,1.0,0.628526925,0.849104446,0.930489354,,0.922787942,0.870974849,,,,,,,,,,,,,
FAR1,0.011051211,0.00704987,0.085709168,0.105706693,0.019465584,0.112465436,-0.139336682,0.160862164,0.022089334,0.000801,0.079728375,0.004710097,-0.044700933,0.074575418,0.25592868,,,,,,,,,,,,,,5.48e-05,1.0,1.0,1.0,1.0,1.25e-07,1.0,1.0,1.0,0.994489916,0.757648169,0.997728456,,0.948868851,0.557722085,,,,,,,,,,,,,
SMARCA2,0.074889933,0.030971216,0.125039779,-0.02039002,0.089589011,0.180679716,0.343236149,0.237224884,0.016125509,0.019654491,-0.089532159,-0.382348851,0.06642887,0.111915283,-0.153658636,,,,,,,,,,,,,,6.52e-05,1.0,1.0,1.0,1.0,1.46e-07,1.0,1.0,1.0,0.508767545,0.771457933,0.724406122,,0.918900773,0.786534863,,,,,,,,,,,,,
OXR1,0.069242077,0.090030885,0.102909047,0.103966972,0.096204639,0.148746887,0.175019246,0.364883117,0.145985992,-0.017664908,-0.128505077,-0.646634085,0.100402867,0.09685631,-0.212274274,,,,,,,,,,,,,,8.38e-05,1.0,1.0,1.0,1.0,1.59e-07,1.0,1.0,1.0,0.687867176,0.610488351,0.432575207,,0.931787435,0.708759479,,,,,,,,,,,,,
RBM26,-0.100951008,0.058475693,0.096675633,0.065341042,0.102446994,0.183819834,0.129081302,0.131673296,-0.016780193,-0.017059012,0.072745684,0.100436276,0.110926119,-0.025965663,0.094145737,,,,,,,,,,,,,,0.000107378,1.0,1.0,1.0,1.0,2.38e-07,1.0,1.0,1.0,0.756086846,0.796192283,0.943375686,,0.983159058,0.890799907,,,,,,,,,,,,,
TCF12,0.018788532,0.043473529,0.060512295,0.080297864,0.019713836,0.226830833,-0.113352173,-0.048454874,0.142496413,0.015160344,0.200864746,0.055528355,0.106205414,0.065483187,0.52580695,,,,,,,,,,,,,,0.000150526,1.0,1.0,1.0,1.0,2.99e-07,1.0,1.0,1.0,0.69465476,0.423628035,0.978323576,,0.962124292,0.218230727,,,,,,,,,,,,,
ZFAND3,0.073842484,0.059696033,0.016005188,-0.069076448,0.080865831,0.114087698,0.057982225,-0.081645754,0.086746248,0.009473928,-0.27160777,-0.332704139,-0.239984671,-0.145344336,-0.430127891,0.003070954,,,,,,,,,,,,,0.000180565,1.0,1.0,1.0,1.0,5.72e-07,1.0,1.0,1.0,0.825229072,0.153931934,0.724100674,,0.889594006,0.28788607,-2.935103584,,,,,,,,,,,,
SHOC2,0.050617424,0.147998518,0.107348917,0.094644596,0.092132652,0.177373509,0.183232205,0.138198966,0.187003464,-0.037530014,0.211710409,0.63823508,0.229574751,0.045765093,0.108809654,,,,,,,,,,,,,,0.000184883,1.0,1.0,1.0,1.0,9.21e-07,1.0,1.0,1.0,0.299006083,0.476866626,0.541476123,,0.974341716,,,,,,,,,,,,,,
USP3,0.153835089,0.089395753,0.05198657,0.161166824,0.072337072,0.198584531,-0.023162095,0.088926824,-0.174747351,-0.072553467,0.020047558,0.070270175,-0.024981333,0.118086111,-0.233847832,,,,,,,,,,,,,,0.000206428,1.0,1.0,1.0,1.0,1.41e-06,1.0,1.0,1.0,0.009764932,0.960131227,0.967131057,,0.925275259,0.719487434,,,,,,,,,,,,,
LPP,0.011480053,0.054523323,0.094156223,0.177457516,0.06758498,-0.408200998,0.047470541,0.071814916,-0.085975689,0.014575341,-0.275400358,0.334679497,0.261356096,-0.224587656,-0.670476032,,,,,,,,,,,,,,0.000268339,1.0,1.0,1.0,1.0,1.83e-06,1.0,1.0,1.0,0.786118277,0.56791132,0.842596369,,0.889821479,0.204177952,,,,,,,,,,,,,
PHF14,0.086337817,0.044577598,0.102451614,-0.129148781,0.009329332,0.150228578,-0.029267125,0.126142251,0.048650627,-0.026201062,0.096343743,0.090855963,0.255605068,-0.02367158,0.081928117,,,,,,,,,,,,,,0.00031513,1.0,1.0,1.0,1.0,1.98e-06,1.0,1.0,1.0,0.574796363,0.708961406,0.950459216,,0.984310074,0.907537548,,,,,,,,,,,,,
FAM49B,0.123583003,0.014966907,0.03354639,0.07445485,0.064065363,-0.001096504,0.095832756,0.116719128,-0.064247592,,,,,,,,,,,,,,,,,,,,0.000426317,1.0,1.0,1.0,1.0,2.2e-06,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
METTL15,0.100489184,0.088516779,0.071052492,0.081006231,0.04493785,0.461685963,0.050881169,1.037972764,0.033163561,-0.006260806,0.099795273,-0.343011104,-0.234287704,0.60431301,0.434399302,,,,,,,,,,,,,,0.000427121,1.0,1.0,1.0,1.0,2.73e-06,1.0,1.0,1.0,0.894458294,0.768327276,0.759042868,0.439697917,0.352874358,0.4008998,,,,,,,,,,,,,
PRKCE,0.010119474,0.05203114,0.262936766,0.093942532,0.015289214,0.127572225,0.084564295,0.076644834,0.171201082,0.055501006,0.128126088,0.245594252,-0.049572586,0.260149569,0.155836075,,,,,,,,,,,,,,0.000529981,1.0,1.0,1.0,1.0,3.28e-06,1.0,1.0,1.0,0.062393871,0.672964303,0.872415027,,0.811509545,0.82431328,,,,,,,,,,,,,
MPP7,0.092624752,0.130525526,0.029363443,0.193565974,0.007969945,0.146079097,0.100707331,0.072810737,-0.182395838,-0.107123837,-0.257061777,-0.310014597,-0.021496996,-0.410573916,-0.185648276,,,,,,,,,,,,,,0.001158942,1.0,1.0,1.0,1.0,5.61e-06,1.0,1.0,1.0,0.012532358,0.319525425,0.801232986,,0.669389085,0.775043036,,,,,,,,,,,,,
STAU2,0.066008601,0.045175223,1.290650131,0.07375018,0.108187463,0.132159614,-0.079657639,0.059061728,0.088593503,-0.002392026,-0.002817892,-0.549458739,0.241000626,0.752341635,0.355983768,,,,,,,,,,,,,,0.001479902,1.0,1.0,1.0,1.0,6.13e-06,1.0,1.0,1.0,0.973366125,0.994369677,0.687407886,,0.321793244,0.621989012,,,,,,,,,,,,,
EIF4G3,0.092521774,0.018412682,0.014252655,0.036323592,0.022056064,-0.299931269,0.103570781,-0.164192502,0.124285755,0.072227569,0.083018735,0.094638986,0.188990986,-0.232612514,0.250448757,0.016608276,,,,,,,,,,,,,0.002419028,1.0,1.0,1.0,1.0,7.17e-06,1.0,1.0,1.0,0.02057164,0.742891602,0.947036759,,0.793867961,0.601170412,-2.226790569,,,,,,,,,,,,
